trial_num,subj_code,prop_incongruent,response_type,word,color,trial_type,orientation,response,is_correct,RT
101,fuyichen238,0.25,key,blue,blue,congruent,upright,b,1,689.0
102,fuyichen238,0.25,key,yellow,yellow,congruent,upside_down,y,1,659.0
103,fuyichen238,0.25,key,green,red,incongruent,upside_down,r,1,846.0
104,fuyichen238,0.25,key,blue,blue,congruent,upright,b,1,662.0
105,fuyichen238,0.25,key,red,red,congruent,upside_down,r,1,792.0
106,fuyichen238,0.25,key,yellow,yellow,congruent,upright,y,1,1067.0
107,fuyichen238,0.25,key,green,green,congruent,upside_down,g,1,821.0
108,fuyichen238,0.25,key,orange,orange,congruent,upside_down,o,1,963.0
109,fuyichen238,0.25,key,orange,orange,congruent,upside_down,o,1,1121.0
110,fuyichen238,0.25,key,blue,blue,congruent,upright,b,1,682.0
111,fuyichen238,0.25,key,green,green,congruent,upside_down,g,1,808.0
112,fuyichen238,0.25,key,yellow,yellow,congruent,upright,y,1,698.0
113,fuyichen238,0.25,key,green,green,congruent,upright,g,1,926.0
114,fuyichen238,0.25,key,green,green,congruent,upside_down,g,1,609.0
115,fuyichen238,0.25,key,yellow,yellow,congruent,upside_down,y,1,769.0
116,fuyichen238,0.25,key,red,red,congruent,upright,r,1,907.0
117,fuyichen238,0.25,key,blue,blue,congruent,upside_down,b,1,903.0
118,fuyichen238,0.25,key,orange,orange,congruent,upright,o,1,1320.0
119,fuyichen238,0.25,key,green,blue,incongruent,upside_down,b,1,1064.0
120,fuyichen238,0.25,key,blue,green,incongruent,upside_down,g,1,1149.0
